gene,gene_symbol,highly_variable
CXCL12,CXCL12,True
RASSF4,RASSF4,False
C10orf10,C10orf10,True
C10orf25,C10orf25,False
ZNF22,ZNF22,False
ALOX5,ALOX5,True
MARCH8,MARCH8,False
ZFAND4,ZFAND4,False
FAM21C,FAM21C,False
AGAP4,AGAP4,False
TIMM23,TIMM23,False
NCOA4,NCOA4,False
MSMB,MSMB,False
ANXA8L1,ANXA8L1,False
GPRIN2,GPRIN2,False
SYT15,SYT15,False
RP11-38L15.3,RP11-38L15.3,False
RP11-38L15.2,RP11-38L15.2,False
PTPN20,PTPN20,False
GDF10,GDF10,False
ZNF488,ZNF488,False
ANXA8,ANXA8,False
AGAP9,AGAP9,False
ABC7-42404400C24.1,ABC7-42404400C24.1,False
CH17-360D5.2,CH17-360D5.2,False
FRMPD2,FRMPD2,False
MAPK8,MAPK8,False
ARHGAP22,ARHGAP22,False
WDFY4,WDFY4,False
VSTM4,VSTM4,False
C10orf128,C10orf128,False
DRGX,DRGX,False
ERCC6,ERCC6,False
ERCC6-PGBD3,ERCC6-PGBD3,False
OGDHL,OGDHL,False
PARG,PARG,False
TIMM23B,TIMM23B,False
LINC00843,LINC00843,False
AGAP6,AGAP6,False
FAM21A,FAM21A,False
ASAH2,ASAH2,True
SGMS1,SGMS1,False
SGMS1-AS1,SGMS1-AS1,False
ASAH2B,ASAH2B,False
PRKG1,PRKG1,False
CSTF2T,CSTF2T,False
DKK1,DKK1,True
RP11-556E13.1,RP11-556E13.1,False
ZWINT,ZWINT,True
IPMK,IPMK,False
CISD1,CISD1,False
UBE2D1,UBE2D1,False
TFAM,TFAM,False
BICC1,BICC1,False
PHYHIPL,PHYHIPL,False
FAM13C,FAM13C,False
SLC16A9,SLC16A9,False
CCDC6,CCDC6,False
ANK3,ANK3,True
RP11-388P9.2,RP11-388P9.2,False
RP11-131N11.4,RP11-131N11.4,False
CDK1,CDK1,True
RHOBTB1,RHOBTB1,False
TMEM26,TMEM26,False
C10orf107,C10orf107,True
ARID5B,ARID5B,False
RTKN2,RTKN2,True
ZNF365,ZNF365,False
ADO,ADO,True
EGR2,EGR2,True
NRBF2,NRBF2,False
JMJD1C,JMJD1C,False
JMJD1C-AS1,JMJD1C-AS1,False
REEP3,REEP3,False
LINC01515,LINC01515,False
DNAJC12,DNAJC12,False
RP11-57G10.8,RP11-57G10.8,False
SIRT1,SIRT1,False
HERC4,HERC4,False
RP11-153K11.3,RP11-153K11.3,False
PBLD,PBLD,False
HNRNPH3,HNRNPH3,False
RUFY2,RUFY2,False
DNA2,DNA2,True
SLC25A16,SLC25A16,True
TET1,TET1,False
CCAR1,CCAR1,False
STOX1,STOX1,False
DDX50,DDX50,False
DDX21,DDX21,False
KIF1BP,KIF1BP,False
SRGN,SRGN,True
VPS26A,VPS26A,False
SUPV3L1,SUPV3L1,False
HKDC1,HKDC1,False
HK1,HK1,False
TACR2,TACR2,False
TSPAN15,TSPAN15,False
RP11-343J3.2,RP11-343J3.2,False
C10orf35,C10orf35,False
COL13A1,COL13A1,False
H2AFY2,H2AFY2,False
AIFM2,AIFM2,False
TYSND1,TYSND1,False
SAR1A,SAR1A,False
PPA1,PPA1,False
NPFFR1,NPFFR1,False
LRRC20,LRRC20,True
EIF4EBP2,EIF4EBP2,False
NODAL,NODAL,False
PALD1,PALD1,False
PRF1,PRF1,True
ADAMTS14,ADAMTS14,False
SGPL1,SGPL1,True
PCBD1,PCBD1,False
UNC5B,UNC5B,False
UNC5B-AS1,UNC5B-AS1,False
SLC29A3,SLC29A3,False
CDH23,CDH23,False
C10orf54,C10orf54,False
PSAP,PSAP,True
CHST3,CHST3,True
SPOCK2,SPOCK2,True
ASCC1,ASCC1,False
ANAPC16,ANAPC16,False
DDIT4,DDIT4,True
RP11-442H21.2,RP11-442H21.2,False
DNAJB12,DNAJB12,False
MICU1,MICU1,True
MCU,MCU,True
P4HA1,P4HA1,False
RP11-344N10.5,RP11-344N10.5,False
NUDT13,NUDT13,False
RP11-152N13.16,RP11-152N13.16,False
ECD,ECD,False
FAM149B1,FAM149B1,False
DNAJC9,DNAJC9,False
DNAJC9-AS1,DNAJC9-AS1,False
MRPS16,MRPS16,False
RP11-152N13.5,RP11-152N13.5,False
CFAP70,CFAP70,False
ANXA7,ANXA7,False
MSS51,MSS51,False
PPP3CB,PPP3CB,False
USP54,USP54,False
RP11-464F9.20,RP11-464F9.20,True
MYOZ1,MYOZ1,False
SYNPO2L,SYNPO2L,False
AGAP5,AGAP5,False
RP11-574K11.29,RP11-574K11.29,False
SEC24C,SEC24C,False
FUT11,FUT11,False
CHCHD1,CHCHD1,False
ZSWIM8,ZSWIM8,False
NDST2,NDST2,False
CAMK2G,CAMK2G,False
PLAU,PLAU,True
C10orf55,C10orf55,False
VCL,VCL,False
AP3M1,AP3M1,False
ADK,ADK,False
KAT6B,KAT6B,False
SAMD8,SAMD8,False
VDAC2,VDAC2,False
COMTD1,COMTD1,False
ZNF503,ZNF503,False
ZNF503-AS2,ZNF503-AS2,False
RP11-399K21.13,RP11-399K21.13,False
RP11-399K21.14,RP11-399K21.14,False
C10orf11,C10orf11,True
KCNMA1,KCNMA1,False
DLG5,DLG5,False
POLR3A,POLR3A,False
RPS24,RPS24,False
LINC00856,LINC00856,False
ZMIZ1-AS1,ZMIZ1-AS1,False
ZMIZ1,ZMIZ1,False
PPIF,PPIF,False
ZCCHC24,ZCCHC24,False
EIF5AL1,EIF5AL1,True
SFTPA2,SFTPA2,False
RP11-506M13.3,RP11-506M13.3,False
NUTM2B-AS1,NUTM2B-AS1,False
RP11-182L21.6,RP11-182L21.6,False
SFTPD,SFTPD,False
TMEM254-AS1,TMEM254-AS1,False
TMEM254,TMEM254,False
PLAC9,PLAC9,True
ANXA11,ANXA11,False
DYDC2,DYDC2,False
FAM213A,FAM213A,False
TSPAN14,TSPAN14,False
RP11-137H2.4,RP11-137H2.4,False
NRG3,NRG3,False
RP11-338I21.1,RP11-338I21.1,True
GHITM,GHITM,False
CCSER2,CCSER2,False
GRID1,GRID1,False
WAPL,WAPL,False
RP11-77P6.2,RP11-77P6.2,False
LDB3,LDB3,False
RP11-359E3.4,RP11-359E3.4,False
BMPR1A,BMPR1A,False
MMRN2,MMRN2,False
SNCG,SNCG,True
ADIRF,ADIRF,True
GLUD1,GLUD1,False
FAM35A,FAM35A,False
NUTM2A-AS1,NUTM2A-AS1,False
LINC00863,LINC00863,False
NUTM2D,NUTM2D,False
MINPP1,MINPP1,False
PAPSS2,PAPSS2,False
ATAD1,ATAD1,False
KLLN,KLLN,False
PTEN,PTEN,False
RNLS,RNLS,False
ANKRD22,ANKRD22,False
STAMBPL1,STAMBPL1,False
ACTA2-AS1,ACTA2-AS1,False
ACTA2,ACTA2,True
FAS,FAS,False
CH25H,CH25H,True
LIPA,LIPA,True
RP11-149I23.3,RP11-149I23.3,False
IFIT2,IFIT2,True
IFIT3,IFIT3,True
IFIT1,IFIT1,True
IFIT5,IFIT5,False
PANK1,PANK1,False
RP11-80H5.2,RP11-80H5.2,False
KIF20B,KIF20B,True
LINC00865,LINC00865,False
LINC01374,LINC01374,False
HTR7,HTR7,False
RPP30,RPP30,False
ANKRD1,ANKRD1,False
PCGF5,PCGF5,False
HECTD2,HECTD2,True
PPP1R3C,PPP1R3C,False
TNKS2-AS1,TNKS2-AS1,False
TNKS2,TNKS2,False
FGFBP3,FGFBP3,False
RP11-402D21.2,RP11-402D21.2,False
BTAF1,BTAF1,False
CPEB3,CPEB3,False
MARCH5,MARCH5,False
IDE,IDE,False
KIF11,KIF11,True
HHEX,HHEX,False
EXOC6,EXOC6,False
CYP26A1,CYP26A1,False
MYOF,MYOF,True
CEP55,CEP55,False
FFAR4,FFAR4,False
RBP4,RBP4,False
FRA10AC1,FRA10AC1,False
SLC35G1,SLC35G1,True
PLCE1,PLCE1,False
NOC3L,NOC3L,False
TBC1D12,TBC1D12,False
HELLS,HELLS,True
PDLIM1,PDLIM1,False
SORBS1,SORBS1,False
ALDH18A1,ALDH18A1,True
TCTN3,TCTN3,False
ENTPD1,ENTPD1,True
ENTPD1-AS1,ENTPD1-AS1,False
C10orf131,C10orf131,False
CCNJ,CCNJ,False
ZNF518A,ZNF518A,False
BLNK,BLNK,True
TLL2,TLL2,False
TM9SF3,TM9SF3,False
PIK3AP1,PIK3AP1,False
LCOR,LCOR,False
C10orf12,C10orf12,False
RP11-175O19.4,RP11-175O19.4,False
SLIT1,SLIT1,False
ARHGAP19-SLIT1,ARHGAP19-SLIT1,False
ARHGAP19,ARHGAP19,True
FRAT1,FRAT1,False
FRAT2,FRAT2,False
RP11-452K12.4,RP11-452K12.4,False
RRP12,RRP12,False
PGAM1,PGAM1,False
EXOSC1,EXOSC1,False
ZDHHC16,ZDHHC16,True
MMS19,MMS19,False
UBTD1,UBTD1,False
ANKRD2,ANKRD2,False
MORN4,MORN4,False
PI4K2A,PI4K2A,False
AVPI1,AVPI1,False
MARVELD1,MARVELD1,False
ZFYVE27,ZFYVE27,False
GOLGA7B,GOLGA7B,False
CRTAC1,CRTAC1,False
R3HCC1L,R3HCC1L,False
LOXL4,LOXL4,False
PYROXD2,PYROXD2,False
HPS1,HPS1,False
HPSE2,HPSE2,False
CNNM1,CNNM1,False
GOT1,GOT1,False
RP11-441O15.3,RP11-441O15.3,True
NKX2-3,NKX2-3,False
SLC25A28,SLC25A28,False
RP11-85A1.3,RP11-85A1.3,False
RP11-483F11.7,RP11-483F11.7,False
ENTPD7,ENTPD7,False
CUTC,CUTC,False
COX15,COX15,False
DNMBP,DNMBP,False
DNMBP-AS1,DNMBP-AS1,False
ERLIN1,ERLIN1,False
CHUK,CHUK,False
CWF19L1,CWF19L1,True
BLOC1S2,BLOC1S2,False
PKD2L1,PKD2L1,False
SCD,SCD,True
OLMALINC,OLMALINC,False
SEC31B,SEC31B,False
NDUFB8,NDUFB8,False
HIF1AN,HIF1AN,False
RP11-179B2.2,RP11-179B2.2,False
SLF2,SLF2,False
MRPL43,MRPL43,False
SEMA4G,SEMA4G,False
C10orf2,C10orf2,False
LZTS2,LZTS2,False
PDZD7,PDZD7,False
SFXN3,SFXN3,True
RP11-108L7.15,RP11-108L7.15,False
KAZALD1,KAZALD1,False
BTRC,BTRC,True
DPCD,DPCD,False
POLL,POLL,False
FBXW4,FBXW4,False
NPM3,NPM3,False
MGEA5,MGEA5,False
KCNIP2-AS1,KCNIP2-AS1,False
KCNIP2,KCNIP2,False
C10orf76,C10orf76,True
HPS6,HPS6,False
LDB1,LDB1,False
PPRC1,PPRC1,False
NOLC1,NOLC1,False
ELOVL3,ELOVL3,False
PITX3,PITX3,False
GBF1,GBF1,False
NFKB2,NFKB2,True
PSD,PSD,False
FBXL15,FBXL15,False
CUEDC2,CUEDC2,False
C10orf95,C10orf95,False
MFSD13A,MFSD13A,False
ACTR1A,ACTR1A,False
RP11-18I14.11,RP11-18I14.11,False
SUFU,SUFU,False
RP11-47A8.5,RP11-47A8.5,False
TRIM8,TRIM8,False
ARL3,ARL3,False
SFXN2,SFXN2,False
WBP1L,WBP1L,False
RP11-753C18.12,RP11-753C18.12,False
BORCS7,BORCS7,False
CNNM2,CNNM2,True
NT5C2,NT5C2,False
RPEL1,RPEL1,False
INA,INA,False
PCGF6,PCGF6,True
TAF5,TAF5,False
USMG5,USMG5,False
PDCD11,PDCD11,False
CALHM2,CALHM2,False
NEURL1,NEURL1,False
SH3PXD2A,SH3PXD2A,False
SH3PXD2A-AS1,SH3PXD2A-AS1,False
OBFC1,OBFC1,True
SLK,SLK,False
COL17A1,COL17A1,False
SFR1,SFR1,False
CFAP43,CFAP43,False
GSTO1,GSTO1,False
GSTO2,GSTO2,False
ITPRIP,ITPRIP,False
CFAP58-AS1,CFAP58-AS1,False
CFAP58,CFAP58,False
XPNPEP1,XPNPEP1,False
ADD3,ADD3,False
MXI1,MXI1,False
SMNDC1,SMNDC1,False
RP11-525A16.4,RP11-525A16.4,False
DUSP5,DUSP5,False
SMC3,SMC3,False
RBM20,RBM20,False
PDCD4-AS1,PDCD4-AS1,True
PDCD4,PDCD4,False
BBIP1,BBIP1,False
RP11-348N5.9,RP11-348N5.9,False
RP11-348N5.7,RP11-348N5.7,False
SHOC2,SHOC2,False
ADRA2A,ADRA2A,False
GPAM,GPAM,False
ACSL5,ACSL5,False
RP11-324O2.3,RP11-324O2.3,False
ZDHHC6,ZDHHC6,False
VTI1A,VTI1A,False
TCF7L2,TCF7L2,False
RP11-57H14.2,RP11-57H14.2,False
CASP7,CASP7,False
PLEKHS1,PLEKHS1,False
DCLRE1A,DCLRE1A,False
NHLRC2,NHLRC2,False
ADRB1,ADRB1,False
CCDC186,CCDC186,False
VWA2,VWA2,False
AFAP1L2,AFAP1L2,True
ABLIM1,ABLIM1,False
FAM160B1,FAM160B1,False
TRUB1,TRUB1,False
ATRNL1,ATRNL1,False
GFRA1,GFRA1,False
C10orf82,C10orf82,True
RP11-498B4.5,RP11-498B4.5,False
HSPA12A,HSPA12A,False
RP11-539I5.1,RP11-539I5.1,False
ENO4,ENO4,False
SHTN1,SHTN1,False
SLC18A2,SLC18A2,True
RP11-129M16.4,RP11-129M16.4,False
PDZD8,PDZD8,False
EMX2OS,EMX2OS,False
EMX2,EMX2,False
RAB11FIP2,RAB11FIP2,False
CASC2,CASC2,False
FAM204A,FAM204A,False
LINC00867,LINC00867,False
CACUL1,CACUL1,False
NANOS1,NANOS1,False
EIF3A,EIF3A,False
FAM45A,FAM45A,False
SFXN4,SFXN4,True
PRDX3,PRDX3,False
GRK5,GRK5,False
RGS10,RGS10,False
TIAL1,TIAL1,False
BAG3,BAG3,False
INPP5F,INPP5F,False
MCMBP,MCMBP,False
SEC23IP,SEC23IP,False
WDR11-AS1,WDR11-AS1,False
WDR11,WDR11,False
FGFR2,FGFR2,False
ATE1,ATE1,False
ATE1-AS1,ATE1-AS1,False
NSMCE4A,NSMCE4A,False
TACC2,TACC2,False
PLEKHA1,PLEKHA1,False
HTRA1,HTRA1,False
CUZD1,CUZD1,False
FAM24B,FAM24B,False
C10orf88,C10orf88,False
PSTK,PSTK,False
IKZF5,IKZF5,False
ACADSB,ACADSB,False
BUB3,BUB3,False
CPXM2,CPXM2,True
CHST15,CHST15,False
OAT,OAT,False
LHPP,LHPP,False
RP11-12J10.3,RP11-12J10.3,False
FAM53B,FAM53B,True
FAM53B-AS1,FAM53B-AS1,False
METTL10,METTL10,False
FAM175B,FAM175B,False
ZRANB1,ZRANB1,False
CTBP2,CTBP2,False
RP11-59C5.3,RP11-59C5.3,False
FLJ37035,FLJ37035,True
EDRF1,EDRF1,False
EDRF1-AS1,EDRF1-AS1,False
UROS,UROS,False
BCCIP,BCCIP,False
DHX32,DHX32,False
FANK1,FANK1,False
ADAM12,ADAM12,False
C10orf90,C10orf90,False
DOCK1,DOCK1,False
RP11-223P11.3,RP11-223P11.3,False
FAM196A,FAM196A,False
PTPRE,PTPRE,False
MKI67,MKI67,True
MGMT,MGMT,False
EBF3,EBF3,False
LINC00959,LINC00959,False
GLRX3,GLRX3,False
PPP2R2D,PPP2R2D,False
BNIP3,BNIP3,False
RP11-45A17.2,RP11-45A17.2,True
JAKMIP3,JAKMIP3,False
DPYSL4,DPYSL4,False
STK32C,STK32C,False
LRRC27,LRRC27,True
PWWP2B,PWWP2B,False
C10orf91,C10orf91,False
INPP5A,INPP5A,False
CFAP46,CFAP46,False
UTF1,UTF1,False
VENTX,VENTX,False
ADAM8,ADAM8,True
TUBGCP2,TUBGCP2,False
RP11-122K13.12,RP11-122K13.12,False
ZNF511,ZNF511,False
CALY,CALY,False
FUOM,FUOM,False
ECHS1,ECHS1,False
PAOX,PAOX,False
MTG1,MTG1,True
CYP2E1,CYP2E1,True
SYCE1,SYCE1,False
IQSEC3,IQSEC3,False
RP11-598F7.3,RP11-598F7.3,False
SLC6A12,SLC6A12,False
RP11-283I3.2,RP11-283I3.2,False
KDM5A,KDM5A,False
CCDC77,CCDC77,False
B4GALNT3,B4GALNT3,False
NINJ2,NINJ2,False
RP11-218M22.1,RP11-218M22.1,False
WNK1,WNK1,False
RAD52,RAD52,False
RP11-359B12.2,RP11-359B12.2,False
ERC1,ERC1,False
WNT5B,WNT5B,False
FBXL14,FBXL14,True
ADIPOR2,ADIPOR2,False
CACNA2D4,CACNA2D4,False
DCP1B,DCP1B,False
CACNA1C,CACNA1C,False
CACNA1C-AS2,CACNA1C-AS2,False
CACNA1C-AS1,CACNA1C-AS1,False
FKBP4,FKBP4,False
RP4-816N1.6,RP4-816N1.6,True
ITFG2,ITFG2,False
NRIP2,NRIP2,False
FOXM1,FOXM1,False
RHNO1,RHNO1,False
TULP3,TULP3,False
TEAD4,TEAD4,False
RP11-253E3.3,RP11-253E3.3,False
TSPAN9,TSPAN9,True
CRACR2A,CRACR2A,False
PARP11,PARP11,False
RP11-664D1.1,RP11-664D1.1,False
CCND2-AS1,CCND2-AS1,False
CCND2,CCND2,True
TIGAR,TIGAR,False
C12orf4,C12orf4,False
RAD51AP1,RAD51AP1,False
DYRK4,DYRK4,False
AKAP3,AKAP3,False
NDUFA9,NDUFA9,False
GALNT8,GALNT8,False
KCNA1,KCNA1,False
KCNA5,KCNA5,True
NTF3,NTF3,False
ANO2,ANO2,False
VWF,VWF,True
CD9,CD9,False
PLEKHG6,PLEKHG6,False
TNFRSF1A,TNFRSF1A,False
SCNN1A,SCNN1A,False
LTBR,LTBR,False
RP1-102E24.8,RP1-102E24.8,False
CD27,CD27,True
TAPBPL,TAPBPL,False
VAMP1,VAMP1,False
RP1-102E24.10,RP1-102E24.10,False
MRPL51,MRPL51,False
NCAPD2,NCAPD2,False
GAPDH,GAPDH,False
RP5-940J5.9,RP5-940J5.9,False
IFFO1,IFFO1,False
NOP2,NOP2,False
CHD4,CHD4,False
RP5-940J5.6,RP5-940J5.6,False
LPAR5,LPAR5,False
ACRBP,ACRBP,True
ING4,ING4,False
RP4-761J14.8,RP4-761J14.8,False
ZNF384,ZNF384,False
PIANP,PIANP,False
COPS7A,COPS7A,False
RP4-761J14.10,RP4-761J14.10,False
MLF2,MLF2,False
PTMS,PTMS,False
LAG3,LAG3,True
CD4,CD4,False
GPR162,GPR162,False
P3H3,P3H3,False
GNB3,GNB3,False
CDCA3,CDCA3,True
USP5,USP5,False
TPI1,TPI1,False
SPSB2,SPSB2,False
LRRC23,LRRC23,True
ENO2,ENO2,False
ATN1,ATN1,True
C12orf57,C12orf57,False
U47924.31,U47924.31,False
PTPN6,PTPN6,True
U47924.27,U47924.27,False
PHB2,PHB2,False
EMG1,EMG1,False
LPCAT3,LPCAT3,False
C1S,C1S,True
C1R,C1R,True
C1RL,C1RL,False
C1RL-AS1,C1RL-AS1,True
ABC12-49244600F4.4,ABC12-49244600F4.4,False
RBP5,RBP5,True
RP11-273B20.1,RP11-273B20.1,False
CLSTN3,CLSTN3,False
PEX5,PEX5,False
CD163L1,CD163L1,True
CD163,CD163,True
GDF3,GDF3,False
CLEC4C,CLEC4C,True
SLC2A14,SLC2A14,False
SLC2A3,SLC2A3,False
FOXJ2,FOXJ2,True
C3AR1,C3AR1,True
NECAP1,NECAP1,False
CLEC4A,CLEC4A,True
FAM66C,FAM66C,False
FAM90A1,FAM90A1,False
RP11-266K4.9,RP11-266K4.9,False
LINC00937,LINC00937,False
RP11-90D4.3,RP11-90D4.3,False
CLEC6A,CLEC6A,False
CLEC4D,CLEC4D,False
CLEC4E,CLEC4E,True
AICDA,AICDA,False
MFAP5,MFAP5,True
RIMKLB,RIMKLB,False
RP11-20D14.6,RP11-20D14.6,False
PHC1,PHC1,False
M6PR,M6PR,False
KLRG1,KLRG1,True
A2M-AS1,A2M-AS1,True
A2M,A2M,True
PZP,PZP,False
LINC00987,LINC00987,False
KLRB1,KLRB1,True
RP11-705C15.4,RP11-705C15.4,False
CLEC2D,CLEC2D,True
CLECL1,CLECL1,True
CD69,CD69,True
KLRF1,KLRF1,True
CLEC2B,CLEC2B,False
RP11-290C10.1,RP11-290C10.1,False
CLEC12A,CLEC12A,False
CLEC9A,CLEC9A,True
CLEC1A,CLEC1A,True
CLEC7A,CLEC7A,True
OLR1,OLR1,True
TMEM52B,TMEM52B,False
GABARAPL1,GABARAPL1,False
KLRD1,KLRD1,True
RP11-277P12.20,RP11-277P12.20,False
KLRK1,KLRK1,False
KLRC4,KLRC4,False
KLRC3,KLRC3,False
KLRC2,KLRC2,True
KLRC1,KLRC1,True
EIF2S3L,EIF2S3L,False
RP11-291B21.2,RP11-291B21.2,True
MAGOHB,MAGOHB,False
STYK1,STYK1,False
YBX3,YBX3,False
PRH1,PRH1,True
PRR4,PRR4,True
TAS2R14,TAS2R14,False
TAS2R20,TAS2R20,False
TAS2R31,TAS2R31,False
TAS2R46,TAS2R46,False
TAS2R43,TAS2R43,False
TAS2R30,TAS2R30,False
SMIM10L1,SMIM10L1,False
PRB3,PRB3,False
LINC01252,LINC01252,True
ETV6,ETV6,False
BCL2L14,BCL2L14,False
LRP6,LRP6,True
MANSC1,MANSC1,False
LOH12CR2,LOH12CR2,False
BORCS5,BORCS5,True
DUSP16,DUSP16,False
CREBL2,CREBL2,False
RP11-180M15.6,RP11-180M15.6,False
GPR19,GPR19,False
CDKN1B,CDKN1B,False
APOLD1,APOLD1,True
DDX47,DDX47,False
GPRC5A,GPRC5A,False
RP11-392P7.6,RP11-392P7.6,False
HEBP1,HEBP1,False
RP11-377D9.3,RP11-377D9.3,False
FAM234B,FAM234B,True
GSG1,GSG1,False
EMP1,EMP1,True
GRIN2B,GRIN2B,False
ATF7IP,ATF7IP,False
PLBD1,PLBD1,False
PLBD1-AS1,PLBD1-AS1,False
HIST4H4,HIST4H4,False
H2AFJ,H2AFJ,False
WBP11,WBP11,False
C12orf60,C12orf60,True
ART4,ART4,False
MGP,MGP,True
ERP27,ERP27,False
ARHGDIB,ARHGDIB,False
RERG,RERG,False
PTPRO,PTPRO,False
EPS8,EPS8,False
STRAP,STRAP,False
DERA,DERA,False
MGST1,MGST1,False
LMO3,LMO3,False
RERGL,RERGL,True
PIK3C2G,PIK3C2G,False
PLEKHA5,PLEKHA5,False
AEBP2,AEBP2,False
PDE3A,PDE3A,False
SLCO1C1,SLCO1C1,False
SLCO1A2,SLCO1A2,False
PYROXD1,PYROXD1,False
RECQL,RECQL,True
GOLT1B,GOLT1B,True
SPX,SPX,False
LDHB,LDHB,False
KCNJ8,KCNJ8,False
ABCC9,ABCC9,False
CMAS,CMAS,False
ST8SIA1,ST8SIA1,True
C2CD5,C2CD5,False
RP11-268P4.4,RP11-268P4.4,False
ETNK1,ETNK1,False
SOX5,SOX5,False
RP11-444D3.1,RP11-444D3.1,False
BCAT1,BCAT1,True
C12orf77,C12orf77,True
LRMP,LRMP,True
CASC1,CASC1,False
LYRM5,LYRM5,False
KRAS,KRAS,False
RP11-707G18.1,RP11-707G18.1,False
LMNTD1,LMNTD1,False
RASSF8-AS1,RASSF8-AS1,False
RASSF8,RASSF8,False
BHLHE41,BHLHE41,False
SSPN,SSPN,False
RP11-283G6.4,RP11-283G6.4,False
ITPR2,ITPR2,False
ASUN,ASUN,True
FGFR1OP2,FGFR1OP2,False
TM7SF3,TM7SF3,False
MED21,MED21,False
RP11-582E3.6,RP11-582E3.6,False
STK38L,STK38L,False
ARNTL2,ARNTL2,False
SMCO2,SMCO2,False
PPFIBP1,PPFIBP1,False
MRPS35,MRPS35,False
KLHL42,KLHL42,False
PTHLH,PTHLH,False
RP11-993B23.3,RP11-993B23.3,False
CCDC91,CCDC91,False
RP11-967K21.1,RP11-967K21.1,False
FAR2,FAR2,False
RP11-996F15.4,RP11-996F15.4,False
RP11-996F15.2,RP11-996F15.2,False
RP11-996F15.5,RP11-996F15.5,False
RP11-996F15.6,RP11-996F15.6,False
ERGIC2,ERGIC2,False
TMTC1,TMTC1,False
IPO8,IPO8,False
CAPRIN2,CAPRIN2,False
RP11-77I22.2,RP11-77I22.2,False
LINC00941,LINC00941,False
TSPAN11,TSPAN11,False
DDX11-AS1,DDX11-AS1,False
DDX11,DDX11,True
OVOS2,OVOS2,False
FAM60A,FAM60A,False
FLJ13224,FLJ13224,False
RP11-771K4.1,RP11-771K4.1,False
DENND5B,DENND5B,False
DENND5B-AS1,DENND5B-AS1,False
METTL20,METTL20,True
AMN1,AMN1,False
RP11-467L13.7,RP11-467L13.7,False
H3F3C,H3F3C,False
RP11-428G5.5,RP11-428G5.5,True
KIAA1551,KIAA1551,False
RP11-50I19.2,RP11-50I19.2,True
BICD1,BICD1,False
FGD4,FGD4,True
DNM1L,DNM1L,False
RP11-278C7.4,RP11-278C7.4,False
YARS2,YARS2,False
PKP2,PKP2,False
ALG10,ALG10,False
ALG10B,ALG10B,False
CPNE8,CPNE8,False
RP11-396F22.1,RP11-396F22.1,False
KIF21A,KIF21A,False
ABCD2,ABCD2,False
SLC2A13,SLC2A13,False
AC079630.4,AC079630.4,True
LRRK2,LRRK2,False
CNTN1,CNTN1,False
RP11-630C16.2,RP11-630C16.2,False
GXYLT1,GXYLT1,False
YAF2,YAF2,False
PPHLN1,PPHLN1,False
ZCRB1,ZCRB1,False
PRICKLE1,PRICKLE1,False
RP11-328C8.4,RP11-328C8.4,False
PUS7L,PUS7L,True
IRAK4,IRAK4,False
TWF1,TWF1,False
TMEM117,TMEM117,False
NELL2,NELL2,True
DBX2,DBX2,False
ANO6,ANO6,False
RP11-352M15.2,RP11-352M15.2,False
ARID2,ARID2,False
SCAF11,SCAF11,False
SLC38A1,SLC38A1,False
SLC38A2,SLC38A2,False
RP11-474P2.2,RP11-474P2.2,False
RP11-96H19.1,RP11-96H19.1,True
RP11-474P2.6,RP11-474P2.6,False
RP11-446N19.1,RP11-446N19.1,True
AMIGO2,AMIGO2,False
PCED1B,PCED1B,False
RP11-493L12.4,RP11-493L12.4,False
RP11-493L12.5,RP11-493L12.5,False
RP1-90J4.1,RP1-90J4.1,False
RPAP3,RPAP3,False
RP1-197B17.3,RP1-197B17.3,True
ENDOU,ENDOU,False
RAPGEF3,RAPGEF3,False
SLC48A1,SLC48A1,False
HDAC7,HDAC7,False
RP5-1057I20.4,RP5-1057I20.4,False
VDR,VDR,True
RP11-89H19.1,RP11-89H19.1,False
RP11-89H19.2,RP11-89H19.2,False
TMEM106C,TMEM106C,False
COL2A1,COL2A1,False
SENP1,SENP1,False
PFKM,PFKM,False
ASB8,ASB8,True
RP11-474C8.8,RP11-474C8.8,False
CCDC184,CCDC184,False
RP11-370I10.12,RP11-370I10.12,False
ZNF641,ZNF641,False
RP11-370I10.6,RP11-370I10.6,False
ANP32D,ANP32D,False
C12orf54,C12orf54,False
KANSL2,KANSL2,True
CCNT1,CCNT1,False
ADCY6,ADCY6,False
RP11-579D7.4,RP11-579D7.4,False
CACNB3,CACNB3,True
DDX23,DDX23,False
RND1,RND1,True
RP11-302B13.5,RP11-302B13.5,False
CCDC65,CCDC65,False
FKBP11,FKBP11,True
ARF3,ARF3,False
WNT10B,WNT10B,False
DDN,DDN,False
RP11-386G11.5,RP11-386G11.5,False
PRKAG1,PRKAG1,False
KMT2D,KMT2D,False
RHEBL1,RHEBL1,False
DHH,DHH,False
LMBR1L,LMBR1L,False
TUBA1B,TUBA1B,False
RP11-386G11.10,RP11-386G11.10,False
TUBA1A,TUBA1A,False
TUBA1C,TUBA1C,False
RP11-977B10.2,RP11-977B10.2,False
RP11-161H23.5,RP11-161H23.5,False
PRPH,PRPH,False
TROAP,TROAP,False
DNAJC22,DNAJC22,False
SPATS2,SPATS2,False
KCNH3,KCNH3,False
MCRS1,MCRS1,False
PRPF40B,PRPF40B,False
FAM186B,FAM186B,False
FMNL3,FMNL3,False
TMBIM6,TMBIM6,False
NCKAP5L,NCKAP5L,False
